2.73379e-1; 1.54249e-3
2.77524e-1; 1.34055e-3
2.79761e-1; 1.23194e-3
2.84180e-1; 1.04812e-3
2.89416e-1; 8.62455e-4
2.94653e-1; 7.09677e-4
3.00217e-1; 5.79837e-4
3.05454e-1; 4.77970e-4
3.10691e-1; 3.93999e-4
3.15928e-1; 3.24205e-4
3.21165e-1; 2.67247e-4
3.26402e-1; 2.20297e-4
3.30547e-1; 1.92647e-4
3.32784e-1; 1.79939e-4
3.37203e-1; 1.55644e-4
3.42439e-1; 1.26046e-4
3.47676e-1; 1.02439e-4
3.52913e-1; 8.48922e-5
3.58477e-1; 7.01022e-5
3.63714e-1; 5.81976e-5
3.68951e-1; 4.84003e-5
3.74188e-1; 4.03238e-5
3.78333e-1; 3.52106e-5
3.80570e-1; 3.25689e-5
3.84989e-1; 2.79890e-5
3.90225e-1; 2.33598e-5
3.95790e-1; 1.94618e-5
4.01026e-1; 1.63007e-5
4.06263e-1; 1.37258e-5
4.10409e-1; 1.20492e-5
4.12646e-1; 1.12179e-5
4.17064e-1; 9.66320e-6
4.22301e-1; 8.15121e-6
4.27865e-1; 6.83934e-6
4.33102e-1; 5.78969e-6
4.38666e-1; 4.88379e-6
4.43903e-1; 4.14159e-6
4.49140e-1; 3.52466e-6
4.54704e-1; 3.06412e-6
4.59941e-1; 2.61695e-6
4.65505e-1; 2.21139e-6
4.70742e-1; 1.84565e-6
4.75979e-1; 1.57630e-6
4.80124e-1; 1.40186e-6
4.82361e-1; 1.31365e-6
4.86779e-1; 1.15387e-6
4.91034e-1; 1.06353e-6
